zip,week,deaths_weekly,wave,population,delta_vaxleveldec,delta_recoveredleveldec,dec65plus
60605,22,1,1,29060,7.2,0.7102546455609084,1.0058499655884376
60605,23,0,1,29060,7.2,0.7102546455609084,1.0058499655884376
60605,24,0,1,29060,7.2,0.7102546455609084,1.0058499655884376
60605,25,0,1,29060,7.2,0.7102546455609084,1.0058499655884376
60607,0,1,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,1,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,2,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,3,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,4,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,5,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,6,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,7,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,8,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,9,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,10,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,11,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,12,0,0,29293,6.95,0.9568838971768,0.5270883828901103
60607,13,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,14,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,15,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,16,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,17,1,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,18,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,19,1,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,20,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,21,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,22,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,23,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,24,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60607,25,0,1,29293,6.95,0.9568838971768,0.5270883828901103
60608,0,1,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,1,1,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,2,0,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,3,0,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,4,2,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,5,0,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,6,1,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,7,0,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,8,1,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,9,0,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,10,0,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,11,2,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,12,0,0,80059,5.84,1.0232453565495447,0.9916436627986859
60608,13,1,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,14,1,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,15,1,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,16,0,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,17,0,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,18,2,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,19,2,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,20,2,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,21,1,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,22,0,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,23,1,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,24,1,1,80059,5.84,1.0232453565495447,0.9916436627986859
60608,25,0,1,80059,5.84,1.0232453565495447,0.9916436627986859
60609,0,3,0,60939,5.340000000000001,1.2118676053102282,1.209898423013177
60609,1,1,0,60939,5.340000000000001,1.2118676053102282,1.209898423013177
60609,2,2,0,60939,5.340000000000001,1.2118676053102282,1.209898423013177
60609,3,2,0,60939,5.340000000000001,1.2118676053102282,1.209898423013177
60609,4,1,0,60939,5.340000000000001,1.2118676053102282,1.209898423013177
